"","x"
"8633","1"
"8634","1"
"8635","0"
"8636","1"
"8637","0"
"8638","0"
"8639","0"
"8640","0"
"8641","0"
"8642","0"
"8643","0"
"8644","0"
"8645","0"
"8646","0"
"8647","1"
"8648","0"
"8649","1"
"8650","0"
"8651","0"
"8652","0"
"8653","1"
"8654","0"
"8655","0"
"8656","0"
"8657","0"
"8658",NA
"8659","0"
"8660","1"
"8661","0"
"8662","1"
"8663","0"
"8664","1"
"8665","0"
"8666","0"
"8667","0"
"8668","1"
"8669","1"
"8670",NA
"8671","0"
"8672","0"
"8673","0"
"8674","0"
"8675","0"
"8676","0"
"8677","0"
"8678","1"
"8679","1"
"8680","0"
"8681","0"
"8682","0"
"8683","0"
"8684","1"
"8685","0"
"8686","0"
"8687","0"
"8688","1"
"8689",NA
"8690","0"
"8691","0"
"8692","0"
"8693","0"
"8694","0"
"8695","0"
"8696","0"
"8697","0"
"8698",NA
"8699","0"
"8700","0"
"8701","0"
"8702","0"
"8703",NA
"8704","1"
"8705","0"
"8706","1"
"8707","0"
"8708","0"
"8709","0"
"8710","1"
"8711",NA
"8712","0"
"8713","0"
"8714","1"
"8715","1"
"8716","0"
"8717","0"
"8718","0"
"8719","0"
"8720","0"
"8721","1"
"8722","0"
"8723","0"
"8724","0"
"8725","1"
"8726","0"
"8727","0"
"8728","1"
"8729","1"
"8730","0"
"8731","0"
"8732","0"
"8733",NA
"8734","0"
"8735","0"
"8736","1"
"8737","0"
"8738","0"
"8739",NA
"8740","0"
"8741","0"
"8742","0"
"8743","0"
"8744",NA
"8745","0"
"8746","0"
"8747","0"
"8748","0"
"8749","0"
"8750","0"
"8751","0"
"8752","0"
"8753","1"
"8754","0"
"8755","0"
"8756","1"
"8757","0"
"8758","0"
"8759","0"
"8760","0"
"8761","1"
"8762","0"
"8763","0"
"8764","1"
"8765","0"
"8766","0"
"8767","0"
"8768","0"
"8769","1"
"8770","0"
"8771","0"
"8772","1"
"8773","0"
"8774","0"
"8775","0"
"8776",NA
"8777","1"
"8778",NA
"8779","0"
"8780","1"
"8781","0"
"8782","0"
"8783","0"
"8784","0"
"8785","0"
"8786","0"
"8787","0"
"8788","0"
"8789","1"
"8790","0"
"8791","0"
"8792","0"
"8793","0"
"8794","0"
"8795","0"
"8796","0"
"8797","0"
"8798","0"
"8799","0"
"8800","0"
"8801","0"
"8802","0"
"8803","0"
"8804","1"
"8805","0"
"8806","1"
"8807","1"
"8808","0"
"8809","1"
"8810","1"
"8811","0"
"8812","0"
"8813","0"
"8814","0"
"8815","0"
"8816","0"
"8817","1"
"8818","0"
"8819","0"
"8820","0"
"8821","0"
"8822","0"
"8823","0"
"8824","1"
"8825","0"
"8826","0"
"8827","0"
"8828","0"
"8829","0"
"8830","0"
"8831","0"
"8832","0"
"8833","0"
"8834","1"
"8835","0"
"8836","1"
"8837","0"
"8838","1"
"8839","0"
"8840","0"
"8841","0"
"8842","0"
"8843","0"
"8844","0"
"8845","0"
"8846","1"
"8847","0"
"8848","0"
"8849","0"
"8850","1"
"8851",NA
"8852","0"
"8853","1"
"8854","0"
"8855","0"
"8856","0"
"8857","0"
"8858","0"
"8859","1"
"8860","0"
"8861","0"
"8862","0"
"8863","0"
"8864","0"
"8865","0"
"8866","0"
"8867","1"
"8868","0"
"8869","0"
"8870","1"
"8871","0"
"8872","0"
"8873","1"
"8874","1"
"8875","1"
"8876","0"
"8877","0"
"8878","0"
"8879","0"
"8880","1"
"8881","0"
"8882",NA
"8883","0"
"8884",NA
"8885","1"
"8886","0"
"8887","1"
"8888","1"
"8889","1"
"8890",NA
"8891",NA
"8892","0"
"8893","0"
"8894","0"
"8895","0"
"8896","0"
"8897","0"
"8898","1"
"8899","0"
"8900","0"
"8901","0"
"8902","0"
"8903","0"
"8904","0"
"8905","0"
"8906","1"
"8907","0"
"8908","1"
"8909","0"
"8910","0"
"8911","0"
"8912",NA
"8913","0"
"8914","0"
"8915","0"
"8916","0"
"8917","0"
"8918","0"
"8919","0"
"8920",NA
"8921","1"
"8922","0"
"8923","0"
"8924","1"
"8925","0"
"8926","1"
"8927","0"
"8928","0"
"8929","0"
"8930","0"
"8931","0"
"8932","0"
"8933","0"
"8934","1"
"8935","0"
"8936","1"
"8937","0"
"8938","0"
"8939",NA
"8940","1"
"8941","1"
"8942","0"
"8943","0"
"8944","0"
"8945","0"
"8946","1"
"8947","0"
"8948","0"
"8949","0"
"8950","0"
"8951","1"
"8952",NA
"8953","0"
"8954","0"
"8955",NA
"8956","1"
"8957","0"
"8958","1"
"8959","1"
"8960","0"
"8961","0"
"8962","0"
"8963","0"
"8964","0"
"8965","0"
"8966","1"
"8967","0"
"8968","1"
"8969","0"
"8970","0"
"8971","0"
"8972","1"
"8973","0"
"8974","0"
"8975","1"
"8976","0"
"8977","1"
"8978","0"
"8979","0"
"8980","0"
"8981","0"
"8982","1"
"8983","0"
"8984",NA
"8985","0"
"8986","1"
"8987","0"
"8988","0"
"8989","0"
"8990","0"
"8991","0"
"8992","0"
"8993","0"
"8994","0"
"8995","0"
"8996","0"
"8997","0"
"8998","1"
"8999","0"
"9000","0"
"9001","0"
"9002","0"
"9003","0"
"9004","0"
"9005","0"
"9006","1"
"9007","0"
"9008","0"
"9009","0"
"9010","0"
"9011","1"
"9012","1"
"9013","0"
"9014","1"
"9015","0"
"9016","0"
"9017","1"
"9018","0"
"9019","0"
"9020","1"
"9021","0"
"9022","0"
"9023","0"
"9024","0"
"9025","0"
"9026","0"
"9027","0"
"9028","0"
"9029","0"
"9030","0"
"9031",NA
"9032","0"
"9033","0"
"9034","0"
"9035","0"
"9036","0"
"9037","1"
"9038","0"
"9039","0"
"9040","1"
"9041","0"
"9042","0"
"9043","0"
"9044","1"
"9045","0"
"9046","1"
"9047","1"
"9048","1"
"9049","0"
"9050","0"
"9051","1"
"9052","0"
"9053","0"
"9054","0"
"9055","1"
"9056","0"
"9057","1"
"9058","0"
"9059","0"
"9060",NA
"9061","0"
"9062","0"
"9063","0"
"9064","0"
"9065","1"
"9066","0"
"9067","1"
"9068","0"
"9069","0"
"9070","0"
"9071","0"
"9072","0"
"9073","0"
"9074","1"
"9075","0"
"9076",NA
"9077","0"
"9078",NA
"9079","0"
"9080","1"
"9081","1"
"9082","0"
"9083","0"
"9084","1"
"9085","0"
"9086","0"
"9087",NA
"9088","1"
"9089",NA
"9090","0"
"9091","0"
"9092","0"
"9093","1"
"9094",NA
"9095","0"
"9096","0"
"9097","0"
"9098","0"
"9099","0"
"9100","0"
"9101","0"
"9102","0"
"9103",NA
"9104","0"
"9105","0"
"9106","0"
"9107","0"
"9108","1"
"9109","1"
"9110","1"
"9111","0"
"9112","0"
"9113","0"
"9114","1"
"9115","0"
"9116","0"
"9117","0"
"9118","0"
"9119","0"
"9120","0"
"9121","0"
"9122","0"
"9123","0"
"9124","0"
"9125","0"
"9126","0"
"9127","0"
"9128","1"
"9129","0"
"9130","0"
"9131","0"
"9132","1"
"9133","1"
"9134","0"
"9135","1"
"9136","0"
"9137","0"
"9138","0"
"9139","0"
"9140","0"
"9141","0"
"9142","0"
"9143","0"
"9144",NA
"9145","0"
"9146","0"
"9147","0"
"9148","0"
"9149","1"
"9150","0"
"9151","1"
"9152","0"
"9153","1"
"9154","0"
"9155","0"
"9156","0"
"9157","1"
"9158","0"
"9159","0"
"9160","1"
"9161","0"
"9162","0"
"9163","0"
"9164","1"
"9165","0"
"9166","0"
"9167","0"
"9168","0"
"9169","0"
"9170","0"
"9171","0"
"9172","0"
"9173","0"
"9174","1"
"9175","1"
"9176","0"
"9177","1"
"9178","0"
"9179","0"
"9180","0"
"9181","0"
"9182","0"
"9183","0"
"9184","0"
"9185","0"
"9186","0"
"9187",NA
"9188","1"
"9189","1"
"9190","0"
"9191","0"
"9192","0"
"9193","0"
"9194","0"
"9195","0"
"9196","0"
"9197","0"
"9198","0"
"9199","1"
"9200","1"
"9201","0"
"9202","0"
"9203","1"
"9204","0"
"9205","0"
"9206","0"
"9207","0"
"9208","0"
"9209","0"
"9210","0"
"9211","0"
"9212",NA
"9213","0"
"9214","0"
"9215","1"
"9216","0"
"9217","0"
"9218","0"
"9219",NA
"9220","0"
"9221","1"
"9222","1"
"9223","0"
"9224","0"
"9225",NA
"9226","1"
"9227","0"
"9228","0"
"9229","0"
"9230","0"
"9231","0"
"9232","0"
"9233","0"
"9234","0"
"9235","1"
"9236","1"
"9237","1"
"9238","0"
"9239","0"
"9240","0"
"9241","0"
"9242","0"
"9243","0"
"9244","0"
"9245","0"
"9246","0"
"9247","0"
"9248","0"
"9249","0"
"9250","1"
"9251","0"
"9252","0"
"9253","0"
"9254","0"
"9255","1"
"9256","0"
"9257","1"
"9258","0"
"9259","0"
"9260","1"
"9261","0"
"9262","0"
"9263","1"
"9264","0"
"9265",NA
"9266","1"
"9267","1"
"9268","0"
"9269","0"
"9270",NA
"9271","0"
"9272","0"
"9273","0"
"9274","0"
"9275","0"
"9276","0"
"9277","0"
"9278","0"
"9279","0"
"9280","1"
"9281","1"
"9282","0"
"9283",NA
"9284","0"
"9285","0"
"9286","0"
"9287","0"
"9288","0"
"9289","0"
"9290","0"
"9291",NA
"9292","0"
"9293","1"
"9294","0"
"9295","0"
"9296","0"
"9297","0"
"9298","0"
"9299","0"
"9300","0"
"9301","1"
"9302","0"
"9303","0"
"9304","0"
"9305","0"
"9306","0"
"9307","0"
"9308","0"
"9309","0"
"9310","0"
"9311",NA
"9312","0"
"9313","0"
"9314","0"
"9315","0"
"9316",NA
"9317","0"
"9318","0"
"9319","0"
"9320","0"
"9321","0"
"9322","0"
"9323","1"
"9324","0"
"9325","0"
"9326","0"
"9327","0"
"9328","0"
"9329","0"
"9330","0"
"9331","0"
"9332","0"
"9333","1"
"9334","0"
"9335","1"
"9336","0"
"9337","0"
"9338","0"
"9339","1"
"9340","0"
"9341","0"
"9342","0"
"9343","0"
"9344","1"
"9345","0"
"9346","0"
"9347","1"
"9348","0"
"9349","0"
"9350",NA
"9351","0"
"9352","0"
"9353","0"
"9354","0"
"9355","0"
"9356","0"
"9357","0"
"9358",NA
"9359","0"
"9360","0"
"9361","1"
"9362","0"
"9363","0"
"9364","1"
"9365","0"
"9366","0"
"9367","0"
"9368","0"
"9369","0"
"9370","1"
"9371","1"
"9372","0"
"9373","0"
"9374","0"
"9375","0"
"9376","0"
"9377","1"
"9378","0"
"9379","1"
"9380",NA
"9381","1"
"9382","1"
"9383","0"
"9384","0"
"9385","0"
"9386","0"
"9387","0"
"9388","0"
"9389","0"
"9390","0"
"9391","0"
"9392","0"
"9393","1"
"9394","0"
"9395","0"
"9396","0"
"9397","0"
"9398","0"
"9399","0"
"9400","0"
"9401","0"
"9402","1"
"9403","1"
"9404","1"
"9405","0"
"9406","1"
"9407","0"
"9408","0"
"9409","0"
"9410","0"
"9411","0"
"9412","0"
"9413","1"
"9414","1"
"9415","0"
"9416","0"
"9417","0"
"9418","0"
"9419","0"
"9420","1"
"9421","0"
"9422","1"
"9423","0"
"9424","0"
"9425","1"
"9426","0"
"9427","0"
"9428","0"
"9429","0"
"9430","0"
"9431","1"
"9432","0"
"9433",NA
"9434","0"
"9435","1"
"9436","0"
"9437","0"
"9438",NA
"9439","0"
"9440","0"
"9441","0"
"9442",NA
"9443","1"
"9444","0"
"9445","1"
"9446","1"
"9447","0"
"9448","1"
"9449","0"
"9450","1"
"9451","0"
"9452","0"
"9453","1"
"9454","0"
"9455","0"
"9456","0"
"9457","0"
"9458","0"
"9459","0"
"9460","1"
"9461","1"
"9462","0"
"9463","1"
"9464","0"
"9465","1"
"9466","0"
"9467","0"
"9468","0"
"9469","0"
"9470","0"
"9471","0"
"9472","0"
"9473","0"
"9474","0"
"9475","0"
"9476","0"
"9477","0"
"9478","1"
"9479","1"
"9480","1"
"9481","1"
"9482","0"
"9483","0"
"9484","0"
"9485","0"
"9486","0"
"9487","0"
"9488","0"
"9489","1"
"9490","1"
"9491","0"
"9492","0"
"9493","1"
"9494","0"
"9495","1"
"9496","0"
"9497","0"
"9498","1"
"9499","0"
"9500","0"
"9501","0"
"9502","0"
"9503","0"
"9504","0"
"9505","1"
"9506",NA
"9507","0"
"9508","0"
"9509","1"
"9510","1"
"9511","0"
"9512","0"
"9513","0"
"9514",NA
"9515","1"
"9516","0"
"9517","0"
"9518","0"
"9519","1"
"9520","1"
"9521","0"
"9522","1"
"9523","0"
"9524","1"
"9525","1"
"9526","0"
"9527","1"
"9528","0"
"9529","0"
"9530","0"
"9531","1"
"9532","0"
"9533","0"
"9534","0"
"9535","0"
"9536","0"
"9537","1"
"9538","1"
"9539","0"
"9540","1"
"9541","0"
"9542","0"
"9543","1"
"9544","0"
"9545","0"
"9546","1"
"9547","0"
"9548","1"
"9549","0"
"9550","0"
"9551","1"
"9552","1"
"9553","1"
"9554","0"
"9555","0"
"9556","1"
"9557","0"
"9558","0"
"9559","0"
"9560","1"
"9561","0"
"9562","0"
"9563","0"
"9564","0"
"9565","0"
"9566","1"
"9567","0"
"9568","0"
"9569","0"
"9570","0"
"9571","1"
"9572","0"
"9573","0"
"9574","0"
"9575","0"
"9576","0"
"9577","0"
"9578","0"
"9579","1"
"9580","0"
"9581","1"
"9582","0"
"9583","1"
"9584",NA
"9585","0"
"9586","0"
"9587","0"
"9588","0"
"9589","1"
"9590","1"
"9591","0"
"9592","1"
"9593","0"
"9594","0"
"9595","1"
"9596",NA
"9597","1"
"9598","0"
"9599","0"
"9600","0"
"9601","1"
"9602","0"
"9603","0"
"9604","0"
"9605","0"
"9606","0"
"9607","0"
"9608","1"
"9609",NA
"9610","0"
"9611","0"
"9612","0"
"9613","0"
"9614","1"
"9615","0"
"9616","0"
"9617","0"
"9618","0"
"9619","0"
"9620","0"
"9621","1"
"9622","0"
"9623","0"
"9624","1"
"9625","1"
"9626","0"
"9627","1"
"9628","0"
"9629","0"
"9630","1"
"9631",NA
"9632","1"
"9633","1"
"9634","0"
"9635","0"
"9636","0"
"9637","0"
"9638","0"
"9639","0"
"9640","0"
"9641","0"
"9642","0"
"9643","0"
"9644","1"
"9645","0"
"9646","0"
"9647","0"
"9648","0"
"9649","0"
"9650",NA
"9651",NA
"9652","0"
"9653","0"
"9654","0"
"9655","0"
"9656","0"
"9657","0"
"9658","0"
"9659","0"
"9660","0"
"9661","0"
"9662",NA
"9663","1"
"9664","0"
"9665","0"
"9666","0"
"9667","0"
"9668","0"
"9669","1"
"9670","0"
"9671","0"
"9672","0"
"9673","0"
"9674","0"
"9675","0"
"9676","0"
"9677","0"
"9678","0"
"9679","0"
"9680","0"
"9681","0"
"9682","1"
"9683","0"
"9684","0"
"9685","0"
"9686","1"
"9687","0"
"9688","0"
"9689","0"
"9690","1"
"9691","0"
"9692","0"
"9693","0"
"9694","0"
"9695","0"
"9696","1"
"9697","1"
"9698","0"
"9699","0"
"9700","0"
"9701","0"
"9702","0"
"9703","0"
"9704","0"
"9705","1"
"9706","0"
"9707","0"
"9708","0"
"9709","1"
"9710",NA
"9711","1"
"9712","0"
"9713","0"
"9714","0"
"9715","0"
"9716","0"
"9717","1"
"9718","0"
"9719","0"
"9720","0"
"9721","0"
"9722","0"
"9723","0"
"9724","0"
"9725","1"
"9726","0"
"9727","1"
"9728","0"
"9729","1"
"9730","0"
"9731","1"
"9732","0"
"9733","0"
"9734",NA
"9735","0"
"9736",NA
"9737",NA
"9738","1"
"9739","0"
"9740","0"
"9741","0"
"9742","0"
"9743","0"
"9744","0"
"9745","0"
"9746","1"
"9747","0"
"9748","0"
"9749","1"
"9750","0"
"9751","0"
"9752","0"
"9753","0"
"9754","1"
"9755","0"
"9756",NA
"9757","0"
"9758","0"
"9759","0"
"9760","0"
"9761","0"
"9762","0"
"9763","1"
"9764","0"
"9765","0"
"9766","1"
"9767","1"
"9768","0"
"9769","0"
"9770","0"
"9771","1"
"9772","0"
"9773","0"
"9774","0"
"9775","1"
"9776",NA
"9777","0"
"9778","0"
"9779","1"
"9780","1"
"9781","1"
"9782","1"
"9783","0"
"9784",NA
"9785","1"
"9786","0"
"9787","1"
"9788","0"
"9789","0"
"9790","0"
"9791","0"
"9792","0"
"9793","0"
"9794","0"
"9795","0"
"9796","0"
"9797","0"
"9798","0"
"9799","1"
"9800","1"
"9801","0"
"9802","1"
"9803","0"
"9804","0"
"9805","0"
"9806","0"
"9807","0"
"9808","0"
"9809","0"
"9810","0"
"9811","1"
"9812","0"
"9813","0"
"9814","1"
"9815","0"
"9816",NA
"9817","0"
"9818","0"
"9819",NA
"9820","0"
"9821","0"
"9822","0"
"9823","0"
"9824","1"
"9825","0"
"9826",NA
"9827","0"
"9828","0"
"9829","0"
"9830","1"
"9831","0"
"9832","0"
"9833",NA
"9834","1"
"9835","1"
"9836","0"
"9837","1"
"9838","1"
"9839","0"
"9840","0"
"9841","0"
"9842",NA
"9843","0"
"9844","0"
"9845","0"
"9846","0"
"9847","0"
"9848","0"
"9849","0"
"9850","0"
"9851","1"
"9852","0"
"9853","0"
"9854",NA
"9855","0"
"9856","0"
"9857","0"
"9858",NA
"9859","1"
"9860","1"
"9861","0"
"9862","1"
"9863","0"
"9864","1"
"9865","1"
"9866","0"
"9867","0"
"9868","0"
"9869","0"
"9870","1"
"9871","0"
"9872","0"
"9873","0"
"9874","1"
"9875","0"
"9876",NA
"9877","0"
"9878","0"
"9879","0"
"9880","0"
"9881","0"
"9882","0"
"9883","0"
"9884","0"
"9885","1"
"9886","1"
"9887","1"
"9888","0"
"9889","0"
"9890","1"
"9891","0"
"9892","1"
"9893","0"
"9894","1"
"9895","0"
"9896","0"
"9897","0"
"9898","0"
"9899","0"
"9900","1"
"9901","1"
"9902","0"
"9903","0"
"9904","0"
"9905","0"
"9906","0"
"9907","1"
"9908","1"
"9909","0"
"9910","0"
"9911","0"
"9912","1"
"9913","1"
"9914","0"
"9915","0"
"9916","1"
"9917","1"
"9918","0"
"9919","0"
"9920","0"
"9921","0"
"9922","1"
"9923","0"
"9924","0"
"9925","1"
"9926","0"
"9927","0"
"9928","0"
"9929","0"
"9930","0"
"9931","0"
"9932","0"
"9933","1"
"9934","0"
"9935","0"
"9936",NA
"9937","0"
"9938","0"
"9939","0"
"9940","0"
"9941","0"
"9942","0"
"9943","0"
"9944","1"
"9945","1"
"9946",NA
"9947","0"
"9948","0"
"9949","0"
"9950","0"
"9951","0"
"9952","0"
"9953","0"
"9954","0"
"9955","1"
"9956","0"
"9957","0"
"9958","0"
"9959","0"
"9960","0"
"9961","0"
"9962","1"
"9963","0"
"9964","0"
"9965","0"
"9966","0"
"9967",NA
"9968","0"
"9969","1"
"9970","0"
"9971","0"
"9972","0"
"9973","0"
"9974","0"
"9975","0"
"9976","0"
"9977","1"
"9978","0"
"9979","0"
"9980","1"
"9981","0"
"9982","1"
"9983","1"
"9984","0"
"9985","0"
"9986","0"
"9987","0"
"9988","0"
"9989","0"
"9990","0"
"9991","0"
"9992","1"
"9993","0"
"9994","1"
"9995","0"
"9996","0"
"9997","0"
"9998","1"
"9999","1"
"10000","1"
"10001","0"
"10002","1"
"10003","0"
"10004","1"
"10005","0"
"10006","0"
"10007","0"
"10008","0"
"10009","0"
"10010","1"
"10011","0"
"10012","0"
"10013","0"
"10014","0"
"10015","0"
"10016","0"
"10017","0"
"10018","0"
"10019","0"
"10020","0"
"10021","0"
"10022","0"
"10023","0"
"10024","0"
"10025","0"
"10026","0"
"10027","1"
"10028","0"
"10029","0"
"10030","0"
"10031","0"
"10032","0"
"10033","0"
"10034","0"
"10035","0"
"10036","0"
"10037","1"
"10038","0"
"10039","1"
"10040",NA
"10041","0"
"10042","0"
"10043","1"
"10044","0"
"10045","0"
"10046","0"
"10047","1"
"10048","0"
"10049","0"
"10050","0"
"10051","1"
"10052","0"
"10053","0"
"10054",NA
"10055","1"
"10056","0"
"10057","0"
"10058","0"
"10059","0"
"10060","0"
"10061","0"
"10062","1"
"10063","0"
"10064","0"
"10065","0"
"10066","1"
"10067","0"
"10068","0"
"10069","0"
"10070","0"
"10071","0"
"10072",NA
"10073","1"
"10074","0"
"10075","0"
"10076","1"
"10077","1"
"10078","1"
"10079","0"
"10080","0"
"10081","1"
"10082","0"
"10083","0"
"10084","0"
"10085","0"
"10086","0"
"10087","1"
"10088","1"
"10089","0"
"10090","1"
"10091","0"
"10092","0"
"10093","1"
"10094","0"
"10095","0"
"10096","0"
"10097","0"
"10098","0"
"10099","0"
"10100","1"
"10101","1"
"10102","0"
"10103","0"
"10104","0"
"10105","1"
"10106","0"
"10107","0"
"10108","0"
"10109","0"
"10110","0"
"10111","0"
"10112","0"
"10113","0"
"10114","0"
"10115","0"
"10116","0"
"10117","1"
"10118","0"
"10119","0"
"10120","1"
"10121","0"
"10122",NA
"10123","0"
"10124","1"
"10125","1"
"10126","0"
"10127","0"
"10128","0"
"10129","0"
"10130","0"
"10131","0"
"10132","0"
"10133","0"
"10134","1"
"10135","0"
"10136",NA
"10137","0"
"10138","0"
"10139","1"
"10140","0"
"10141","1"
"10142","0"
"10143","0"
"10144","0"
"10145","0"
"10146",NA
"10147","1"
"10148","0"
"10149",NA
"10150","0"
"10151","0"
"10152","0"
"10153","0"
"10154","1"
"10155","1"
"10156","0"
"10157","0"
"10158","0"
"10159","0"
"10160","0"
"10161","0"
"10162","0"
"10163","1"
"10164","0"
"10165","1"
"10166","0"
"10167","1"
"10168",NA
"10169","1"
"10170","0"
"10171","0"
"10172","0"
"10173","1"
"10174","0"
"10175","0"
"10176","0"
"10177","0"
"10178","1"
"10179","0"
"10180","0"
"10181","1"
"10182","0"
"10183",NA
"10184","0"
"10185","0"
"10186","0"
"10187","1"
"10188","0"
"10189","0"
"10190","1"
"10191","1"
"10192","0"
"10193",NA
"10194",NA
"10195","1"
"10196","0"
"10197","1"
"10198","0"
"10199","0"
"10200","0"
"10201","1"
"10202","0"
"10203","0"
"10204","1"
"10205","0"
"10206","1"
"10207","1"
"10208","0"
"10209","0"
"10210","0"
"10211","0"
"10212","0"
"10213","0"
"10214","0"
"10215","0"
"10216","0"
"10217","0"
"10218","1"
"10219","0"
"10220","0"
"10221","0"
"10222","0"
"10223","0"
"10224","0"
"10225","0"
"10226","0"
"10227","0"
"10228","0"
"10229","0"
"10230","0"
"10231","0"
"10232","0"
"10233","0"
"10234","0"
"10235","0"
"10236","1"
"10237","1"
"10238","1"
"10239","0"
"10240","0"
"10241","1"
"10242","1"
"10243","1"
"10244","0"
"10245","0"
"10246","0"
"10247",NA
"10248","1"
"10249","0"
"10250","0"
"10251","0"
"10252","1"
"10253","1"
"10254",NA
"10255","0"
"10256","0"
"10257","0"
"10258","1"
"10259","0"
"10260","1"
"10261","0"
"10262","0"
"10263","0"
"10264","0"
"10265","0"
"10266","0"
"10267","0"
"10268","0"
"10269","0"
"10270","0"
"10271","0"
"10272","0"
"10273","1"
"10274","0"
"10275","0"
"10276","1"
"10277",NA
"10278","0"
"10279","0"
"10280","0"
"10281","0"
"10282","1"
"10283","0"
"10284","1"
"10285","0"
"10286","0"
"10287",NA
"10288","1"
"10289","1"
"10290","0"
"10291","0"
"10292","0"
"10293","0"
"10294","0"
"10295","0"
"10296","0"
"10297","1"
"10298","0"
"10299","0"
"10300","1"
"10301","0"
"10302","0"
"10303","0"
"10304","0"
"10305","0"
"10306","1"
"10307","0"
"10308","1"
"10309","0"
"10310","0"
"10311","0"
"10312","0"
"10313","0"
"10314","0"
"10315","1"
"10316","0"
"10317","0"
"10318","1"
"10319","0"
"10320","0"
"10321","0"
"10322","1"
"10323","0"
"10324","1"
"10325","0"
"10326","0"
"10327","1"
"10328","0"
"10329","0"
"10330","1"
"10331","1"
"10332","0"
"10333","1"
"10334","0"
"10335","0"
"10336","0"
"10337","0"
"10338","0"
"10339","1"
"10340","1"
"10341","1"
"10342","0"
"10343","1"
"10344","0"
"10345","1"
"10346","0"
"10347","0"
"10348","0"
"10349","0"
"10350","0"
"10351","0"
"10352","0"
"10353","1"
"10354","0"
"10355","0"
"10356","0"
"10357","0"
"10358","1"
"10359","0"
"10360","0"
"10361","0"
"10362","0"
"10363","1"
"10364","1"
"10365","1"
"10366","0"
"10367","1"
"10368","0"
"10369","1"
"10370","0"
"10371","0"
"10372","0"
"10373","1"
"10374","1"
"10375","0"
"10376","1"
"10377","0"
"10378","1"
"10379",NA
"10380","1"
"10381","0"
"10382","0"
"10383","0"
"10384","0"
"10385",NA
"10386","0"
"10387",NA
"10388","0"
"10389",NA
"10390",NA
"10391","0"
"10392","0"
"10393","0"
"10394","0"
"10395","0"
"10396","0"
"10397","1"
"10398","0"
"10399","0"
"10400","0"
"10401","0"
"10402","0"
"10403","0"
"10404","0"
"10405",NA
"10406","0"
"10407","0"
"10408","0"
"10409",NA
"10410","0"
"10411","0"
"10412","1"
"10413",NA
"10414","0"
"10415","0"
"10416","0"
"10417","0"
"10418","0"
"10419",NA
"10420","0"
"10421","0"
"10422",NA
"10423","1"
"10424","0"
"10425","0"
"10426","0"
"10427","0"
"10428","0"
"10429","1"
"10430","1"
"10431","1"
"10432","0"
"10433","1"
"10434","0"
"10435","0"
"10436","0"
"10437","0"
"10438","0"
"10439","0"
"10440","1"
"10441","1"
"10442","0"
"10443","0"
"10444","1"
"10445","1"
"10446","0"
"10447","0"
"10448","0"
"10449",NA
"10450",NA
"10451","0"
"10452","0"
"10453","1"
"10454","0"
"10455","0"
"10456","1"
"10457","0"
"10458","0"
"10459","0"
"10460","0"
"10461","1"
"10462","1"
"10463","1"
"10464","0"
"10465","0"
"10466","1"
"10467","0"
"10468","0"
"10469","0"
"10470","0"
"10471","0"
"10472","1"
"10473","1"
"10474","0"
"10475","1"
"10476","1"
"10477","0"
"10478","0"
"10479","0"
"10480","0"
"10481","0"
"10482","0"
"10483","0"
"10484","0"
"10485","0"
"10486","0"
"10487","0"
"10488",NA
"10489","0"
"10490","0"
"10491","0"
"10492","0"
"10493","0"
"10494","0"
"10495","0"
"10496","1"
"10497","1"
"10498","0"
"10499","0"
"10500","0"
"10501","0"
"10502","1"
"10503","1"
"10504","0"
"10505","1"
"10506","1"
"10507","0"
"10508","0"
"10509",NA
"10510","0"
"10511","0"
"10512","1"
"10513","0"
"10514","0"
"10515","1"
"10516","0"
"10517","0"
"10518","1"
"10519","1"
"10520","0"
"10521","1"
"10522","0"
"10523","0"
"10524",NA
"10525","0"
"10526","0"
"10527","0"
"10528","0"
"10529","0"
"10530","0"
"10531","0"
"10532",NA
"10533","1"
"10534","0"
"10535","1"
"10536","0"
"10537","0"
"10538","0"
"10539","0"
"10540","0"
"10541",NA
"10542","0"
"10543","0"
"10544","0"
"10545","0"
"10546","1"
"10547","1"
"10548","0"
"10549",NA
"10550","0"
"10551","1"
"10552","1"
"10553","1"
"10554","0"
"10555","0"
"10556","0"
"10557","0"
"10558","0"
"10559","1"
"10560",NA
"10561","1"
"10562","0"
"10563","0"
"10564","1"
"10565","0"
"10566","0"
"10567","0"
"10568","0"
"10569","1"
"10570","0"
"10571","0"
"10572","0"
"10573","0"
"10574","0"
"10575","0"
"10576","0"
"10577","0"
"10578","0"
"10579","1"
"10580","0"
"10581","0"
"10582","1"
"10583","0"
"10584",NA
"10585","1"
"10586","0"
"10587","0"
"10588","0"
"10589","0"
"10590","1"
"10591","0"
"10592","0"
"10593","0"
"10594","1"
"10595","0"
"10596","0"
"10597","0"
"10598","0"
"10599","1"
"10600","0"
"10601","0"
"10602","0"
"10603","0"
"10604","1"
"10605","0"
"10606","0"
"10607","0"
"10608","1"
"10609","0"
"10610","0"
"10611","1"
"10612","1"
"10613","0"
"10614","0"
"10615","0"
"10616","0"
"10617","0"
"10618","0"
"10619","1"
"10620","0"
"10621","1"
"10622","1"
"10623","0"
"10624","0"
"10625","0"
"10626","0"
"10627","0"
"10628","1"
"10629","0"
"10630","0"
"10631","0"
